;ART_original_firstorder_10Percentile;ART_original_firstorder_90Percentile;ART_original_firstorder_Energy;ART_original_firstorder_Entropy;ART_original_firstorder_InterquartileRange;ART_original_firstorder_Kurtosis;ART_original_firstorder_Maximum;ART_original_firstorder_Mean;ART_original_firstorder_MeanAbsoluteDeviation;ART_original_firstorder_Median;ART_original_firstorder_Minimum;ART_original_firstorder_Range;ART_original_firstorder_RobustMeanAbsoluteDeviation;ART_original_firstorder_RootMeanSquared;ART_original_firstorder_Skewness;ART_original_firstorder_TotalEnergy;ART_original_firstorder_Uniformity;ART_original_firstorder_Variance;ART_original_glcm_Autocorrelation;ART_original_glcm_ClusterProminence;ART_original_glcm_ClusterShade;ART_original_glcm_ClusterTendency;ART_original_glcm_Contrast;ART_original_glcm_Correlation;ART_original_glcm_DifferenceAverage;ART_original_glcm_DifferenceEntropy;ART_original_glcm_DifferenceVariance;ART_original_glcm_Id;ART_original_glcm_Idm;ART_original_glcm_Idmn;ART_original_glcm_Idn;ART_original_glcm_Imc1;ART_original_glcm_Imc2;ART_original_glcm_InverseVariance;ART_original_glcm_JointAverage;ART_original_glcm_JointEnergy;ART_original_glcm_JointEntropy;ART_original_glcm_MCC;ART_original_glcm_MaximumProbability;ART_original_glcm_SumAverage;ART_original_glcm_SumEntropy;ART_original_glcm_SumSquares;ART_original_gldm_DependenceEntropy;ART_original_gldm_DependenceNonUniformity;ART_original_gldm_DependenceNonUniformityNormalized;ART_original_gldm_DependenceVariance;ART_original_gldm_GrayLevelNonUniformity;ART_original_gldm_GrayLevelVariance;ART_original_gldm_HighGrayLevelEmphasis;ART_original_gldm_LargeDependenceEmphasis;ART_original_gldm_LargeDependenceHighGrayLevelEmphasis;ART_original_gldm_LargeDependenceLowGrayLevelEmphasis;ART_original_gldm_LowGrayLevelEmphasis;ART_original_gldm_SmallDependenceEmphasis;ART_original_gldm_SmallDependenceHighGrayLevelEmphasis;ART_original_gldm_SmallDependenceLowGrayLevelEmphasis;ART_original_glrlm_GrayLevelNonUniformity;ART_original_glrlm_GrayLevelNonUniformityNormalized;ART_original_glrlm_GrayLevelVariance;ART_original_glrlm_HighGrayLevelRunEmphasis;ART_original_glrlm_LongRunEmphasis;ART_original_glrlm_LongRunHighGrayLevelEmphasis;ART_original_glrlm_LongRunLowGrayLevelEmphasis;ART_original_glrlm_LowGrayLevelRunEmphasis;ART_original_glrlm_RunEntropy;ART_original_glrlm_RunLengthNonUniformity;ART_original_glrlm_RunLengthNonUniformityNormalized;ART_original_glrlm_RunPercentage;ART_original_glrlm_RunVariance;ART_original_glrlm_ShortRunEmphasis;ART_original_glrlm_ShortRunHighGrayLevelEmphasis;ART_original_glrlm_ShortRunLowGrayLevelEmphasis;ART_original_glszm_GrayLevelNonUniformity;ART_original_glszm_GrayLevelNonUniformityNormalized;ART_original_glszm_GrayLevelVariance;ART_original_glszm_HighGrayLevelZoneEmphasis;ART_original_glszm_LargeAreaEmphasis;ART_original_glszm_LargeAreaHighGrayLevelEmphasis;ART_original_glszm_LargeAreaLowGrayLevelEmphasis;ART_original_glszm_LowGrayLevelZoneEmphasis;ART_original_glszm_SizeZoneNonUniformity;ART_original_glszm_SizeZoneNonUniformityNormalized;ART_original_glszm_SmallAreaEmphasis;ART_original_glszm_SmallAreaHighGrayLevelEmphasis;ART_original_glszm_SmallAreaLowGrayLevelEmphasis;ART_original_glszm_ZoneEntropy;ART_original_glszm_ZonePercentage;ART_original_glszm_ZoneVariance;ART_original_ngtdm_Busyness;ART_original_ngtdm_Coarseness;ART_original_ngtdm_Complexity;ART_original_ngtdm_Contrast;ART_original_ngtdm_Strength;ART_original_shape_Elongation;ART_original_shape_Flatness;ART_original_shape_LeastAxisLength;ART_original_shape_MajorAxisLength;ART_original_shape_Maximum2DDiameterColumn;ART_original_shape_Maximum2DDiameterRow;ART_original_shape_Maximum2DDiameterSlice;ART_original_shape_Maximum3DDiameter;ART_original_shape_MeshVolume;ART_original_shape_MinorAxisLength;ART_original_shape_Sphericity;ART_original_shape_SurfaceArea;ART_original_shape_SurfaceVolumeRatio;ART_original_shape_VoxelVolume
203_CHC;167;226;23090562;1,930101615;28;3,673741662;252;198,4525043;17,26460666;201;98;154;12,02499599;199,6999563;-0,522051698;184724496;0,307882986;496,6760689;30,99165579;14,78992037;-1,165312621;2,17177565;1,264908151;0,266281556;0,788888184;1,565422001;0,618640762;0,674268246;0,652579558;0,981514969;0,917365722;-0,07161976;0,425992247;0,468643365;5,546559399;0,108832922;3,684129867;0,327849573;0,222473341;11,0931188;2,559708155;0,85917095;5,675472164;37,25561313;0,064344755;21,41033465;178,2642487;0,891233471;30,75302245;100,6787565;3327,882556;3,244767498;0,038890722;0,05573242;1,243601353;0,005090254;114,2103487;0,28349835;1,015544235;29,99446323;2,814777265;88,95716773;0,101537977;0,041377571;3,210185202;220,6158289;0,539210617;0,696027634;0,666388472;0,756643281;22,11172629;0,033175974;6,933333333;0,231111111;2,773333333;22,13333333;3160,433333;100650,2;103,5697637;0,099357379;8,133333333;0,271111111;0,521374755;8,794902758;0,07375203;3,826678197;0,051813472;2787,943333;1,394661346;0,012666419;16,94383196;0,018661402;0,333313515;0,925734916;0,627837327;14,6849999;23,38981655;26,90724809;27,78488798;25,61249695;29,79932885;4516;21,65276987;0,718255279;1839,534426;0,407337118;4632
204_CHC;131;209;122572318;2,333266272;42;2,634686005;263;170,3321951;24,1517373;171;83;180;17,4747206;172,9036938;-0,004531942;980578544;0,225647948;882,630622;20,46675791;60,98131091;-0,615138698;4,723489615;1,319029655;0,562715232;0,813193487;1,592387412;0,637961874;0,665022539;0,64277768;0,980822383;0,914931252;-0,141471957;0,662753281;0,481961672;4,428893905;0,068070485;4,337627731;0,57071523;0,144702703;8,857787811;3,147384972;1,510629818;6,294960948;271,3292683;0,06617787;18,92648995;925,1565854;1,504519393;20,30414634;111,9878049;2481,708049;6,711408927;0,074823345;0,031142638;0,610969297;0,003150639;594,6466714;0,217503177;1,607795229;19,79331946;3,193713796;67,20330368;0,218058124;0,079510283;3,722584913;1413,134153;0,509240034;0,667429644;0,852892824;0,735134568;14,25223559;0,061287833;13,22222222;0,14691358;3,778888889;21,7;23168,66667;498087,1222;1252,863068;0,143107757;13,95555556;0,155061728;0,383487955;8,243356259;0,045192399;5,414145113;0,02195122;21093,35802;12,11286866;0,002256343;14,49229235;0,030069125;0,047291002;0,475592962;0,327465142;24,17607404;73,82793137;72,44308111;44,72135955;73,34848328;73,37574531;32522,33333;35,11204458;0,656043931;7510,560234;0,230935467;32800
205_CHC;148;260;362366282;2,828214394;60;2,744152992;332;198,6007067;34,90538953;195;64;268;25,17226517;203,2356193;0,170553491;2898930256;0,162972816;1862,476265;45,39219574;312,8199967;4,844231634;10,74405451;1,763448107;0,718282484;0,93483586;1,766115597;0,866379388;0,64071867;0,611501019;0,988324175;0,932340833;-0,203653983;0,813559709;0,465297876;6,56858845;0,040838957;5,113617809;0,723919468;0,082637974;13,1371769;3,729620823;3,126875655;6,888930872;567,5377864;0,064691415;20,88867916;1429,760515;3,06417955;44,85090619;112,1932064;5327,3317;3,195342085;0,032581711;0,030716402;1,276985284;0,002031423;948,8083224;0,161168011;3,12391688;44,1914955;3,135854937;143,3953423;0,096094387;0,034052992;4,190918781;3088,67427;0,520632043;0,670948452;0,866463775;0,747511256;32,63252841;0,026389959;16,36;0,109066667;8,879288889;41,29333333;76361,48667;3143902,487;2120,797727;0,110625602;25,78666667;0,171911111;0,384856939;14,34973405;0,064522748;5,767612782;0,017097914;72940,79649;8,947257288;0,001359139;34,75344711;0,026928386;0,070663708;0,850437555;0,733012774;39,90604729;54,44113485;58,30951895;64,12487817;63,56099433;65,23802572;69833;46,29878563;0,757100326;10831,89623;0,155111426;70184
206_CHC;107;163;723769084;2,091684079;29;8,305129467;405;131,7622336;19,36833661;130;0;405;12,26557936;134,5618889;-0,014597734;5790152672;0,296584914;745,6157377;34,25865808;94,90896457;0,892307642;3,765092085;0,844370656;0,631847931;0,520622831;1,310594354;0,564834029;0,775321002;0,76704856;0,997182414;0,97192905;-0,240140509;0,774125838;0,375775773;5,790377361;0,143124881;3,563139483;0,667329787;0,238531996;11,58075472;2,826665343;1,152365685;6,495402017;1620,226058;0,040534025;45,38102737;11855,09216;1,277418922;34,71267387;272,1572601;8898,245347;9,187097;0,039022219;0,021467559;0,838331572;0,001573345;4497,63161;0,24389156;1,919029059;36,06029192;9,855030424;320,0251799;0,350532987;0,044669327;4,44517862;6513,949465;0,347388092;0,459265717;4,642233191;0,603460371;22,09207433;0,030669652;69,7444795;0,110007065;8,612803391;42,15772871;708847,9085;23144530,47;22729,89695;0,092986852;133,9842271;0,211331589;0,459196123;21,21157435;0,042348856;6,238676605;0,015861103;704872,9441;25,56037685;0,000246287;66,12570146;0,00397383;0,071636532;0,875086199;0,620691721;59,13623191;95,27472326;112,8007092;111,8033989;101,0742301;115,7065253;319331,3333;83,37359542;0,767073168;29453,82413;0,092235935;319776
207_CHC;125,6;178,2;6853867;1,75234644;26;3,005012512;204;148,0749186;15,94306571;144;110;94;10,91918367;149,4165308;0,697775943;54830936;0,357043576;399,1181657;6,232126498;13,24750094;1,84442344;1,994964877;0,660989987;0,495977312;0,540866587;1,222608051;0,357467217;0,748653031;0,741536122;0,975665772;0,912646988;-0,16560981;0,627673547;0,444280078;2,428623664;0,171575167;3,108280065;0,539463112;0,334965711;4,857247328;2,429797552;0,663988716;5,498756796;17,9771987;0,05855765;25,40913962;109,6123779;0,716824582;6,732899023;126,1270358;678,5439739;29,01955302;0,253049222;0,037507494;0,348292159;0,012848967;61,58534326;0,306912902;0,868705676;7,225671231;3,30987794;20,41915829;0,800758265;0,263683668;3,179412725;99,74692836;0,487528722;0,652468053;0,837448285;0,714239181;5,486509052;0,196464863;3,625;0,2265625;2,0625;9,625;1905,6875;10189,0625;420,7326042;0,385208333;2;0,125;0,255595063;2,759526767;0,107478736;3,875;0,052117264;1537,527344;3,142468009;0,030078176;3,799595054;0,028723795;0,245191441;0,625429584;0,460657316;11,00450129;23,88869321;18,97366596;18,97366596;27,78488798;27,92848009;2367,666667;14,94069547;0,694217449;1237,472736;0,522654964;2456
209_CHC;70;99;13880944;1,232327841;15;5,085917099;123;83,68057702;9,380782013;83;7;116;6,424386998;84,56618393;-0,317081683;111047552;0,525714396;149,0004934;15,42703827;3,292410987;-0,245357382;0,892761964;0,366629273;0,417354339;0,35261769;0,971039194;0,239971047;0,825988829;0,825092313;0,98601544;0,941561309;-0,12350125;0,492747091;0,340712568;3,910938733;0,318230032;2,268799833;0,483966571;0,528348495;7,821877466;1,876581683;0,314847809;5,44998669;88,22102009;0,045451324;36,37827716;1020,411643;0,328978965;15,3750644;265,3523957;4188,387944;17,4928864;0,07282343;0,016787566;0,21732384;0,001817438;360,8989019;0,406754306;0,482695981;15,00422062;8,158315381;127,6848674;0,553584317;0,079137616;3,516416382;281,1203621;0,311042132;0,456465739;3,031838978;0,558669075;8,133978858;0,048230477;8,130434783;0,353497164;1,213610586;11,56521739;85138,91304;1334615,435;5574,297355;0,15634058;6,217391304;0,270321361;0,521049319;6,029500166;0,062216944;3,393127173;0,011849562;78017,02079;9,750853545;0,004200985;3,780235948;0,010480224;0,05015832;0,556867731;0,45230218;20,4286792;45,16599767;37,73592453;45,3431362;34,98571137;48,12483766;15367,66667;25,15148665;0,742827854;4024,091979;0,261854455;15528
20_CHC;1100,3;1821,9;762431401;5,332438562;398;2,414175319;2021;1468,102339;223,0742964;1463,5;786;1235;161,5949394;1493,094633;-0,145327432;6099451208;0,028538696;74007,10356;983,0398495;268327,6863;-1534,281568;324,8822714;92,1745056;0,554122644;7,676422931;4,199599159;31,36722835;0,20764692;0,119404493;0,966596659;0,874979253;-0,384576304;0,990898938;0,119575654;30,40501702;0,003227449;8,448090224;0,741582036;0,010264669;60,81003404;5,908008994;104,2641943;6,531920919;119,5146199;0,349457953;0,821141548;9,760233918;118,4849099;917,125731;4,192982456;4153,523392;0,01584255;0,006537621;0,536393762;444,9823774;0,004977412;9,354519655;0,028260385;119,3033902;913,5913279;1,104317374;1019,79448;0,006969812;0,006652647;5,472498392;310,8782986;0,93871328;0,967836257;0,035861142;0,975888945;888,841276;0,006575859;5,623853211;0,025797492;129,5457663;863,7568807;3,623853211;3457,646789;0,016325559;0,008308868;107,1192661;0,49137278;0,725701732;583,4237384;0,00735068;6,290659528;0,637426901;1,162696743;0,037906336;0,024085122;4043,94519;0,525179719;17,78142869;0,845422659;0,662452809;12,75875594;19,25987144;21,63330765;22,8035085;18,97366596;22,89104628;2664;16,28273172;0,817600513;1136,664901;0,426676014;2736
210_CHC;95;195;122992984;2,576152564;59;2,29443147;257;138,861186;32,01137016;132;50;207;24,51450179;143,943886;0,466041621;983943872;0,187370474;1437,413345;19,47031527;170,9204001;9,138872276;8,821399886;1,052674627;0,787027681;0,690182124;1,491586949;0,564415373;0,706639716;0,690392966;0,987665177;0,934106156;-0,27457099;0,86435909;0,449670897;4,186609415;0,060682702;4,499374034;0,793563248;0,146421986;8,37321883;3,491133111;2,468518628;6,801294038;337,1057951;0,05679006;25,78252381;1112,231132;2,398238641;19,0365566;149,8632075;2668,167958;15,58416233;0,098263509;0,024498863;0,479681463;0,003441648;667,4404326;0,184397248;2,363897636;19,45563145;4,012282994;73,05101465;0,407037791;0,096986402;4,154385452;1655,244299;0,450977906;0,610032656;1,223118183;0,691886355;13,60353747;0,066889024;12,87368421;0,135512465;4,817063712;21,32631579;31523,45263;524253,3158;3007,511849;0,205910046;15,52631579;0,163434903;0,393016322;7,1659396;0,099127166;5,359226862;0,016004043;27619,17607;15,71379739;0,002079291;15,88433719;0,030945901;0,064710705;0,259903528;0,103243081;28,79071677;278,8634021;45,12205669;93,05912099;171,2308383;184,9756741;46967,66667;72,47758215;0,577916712;10893,10093;0,231927658;47488
211_CHC;115,8;209,2;6716874;2,591490667;45;4,303957626;293;156,1081081;30,14233539;149;61;232;19,87976382;161,039984;1,018286648;53734992;0,206094125;1564,135031;27,42712484;229,8775458;19,93926414;8,311280224;2,925261299;0,485271966;1,246900312;2,032713494;1,308980663;0,576711599;0,531164274;0,973410305;0,898052691;-0,153397214;0,726448855;0,437728217;5,105824466;0,051421073;4,885973068;0,557189977;0,137409903;10,21164893;3,358414266;2,809135381;5,515382244;25,02316602;0,096614541;12,43592075;53,37837838;2,57408208;25,12741313;52,18918919;1130,679537;2,864650167;0,066209664;0,076782496;1,638793872;0,014400376;39,51071629;0,19156258;2,844999857;25,56880672;1,955094203;47,25499264;0,122257955;0,069395251;3,466427065;139,1883495;0,66895977;0,795960796;0,343868304;0,842279991;21,70370654;0,061088814;2,714285714;0,129251701;7,89569161;30,57142857;570,4285714;11725,42857;31,41459625;0,176982252;2,80952381;0,133786848;0,334631454;5,052484989;0,135980801;4,070656113;0,081081081;418,3174603;0,661305673;0,032399855;29,88477763;0,043064782;1,168063607;0,698100949;0,590858782;11,69408074;19,79166782;20,59126028;19,6977156;17,20465053;22,09072203;1993,333333;13,81658209;0,781087063;980,628774;0,491954234;2072
212_CHC;100;141;4127359;1,419010218;24;2,802839475;154;120,5555556;13,02031063;122;72;82;9,78935927;121,6281276;-0,456656139;33018872;0,416297324;259,7594584;12,08133398;4,411422405;-0,91896718;1,132045766;0,449997878;0,429208282;0,417191743;1,039521282;0,266358099;0,796871818;0,794684742;0,982953446;0,931249141;-0,143616925;0,529240179;0,388486374;3,451066781;0,231311556;2,447747718;0,510375416;0,344189834;6,902133562;1,979010207;0,395510911;5,328074035;14,82795699;0,053146799;33,49381431;116,1469534;0,445626341;11,58064516;182,9641577;2475,673835;14,89739546;0,108267622;0,02769919;0,267346337;0,005464025;64,03932224;0,403106894;0,491781691;10,6208145;4,612999174;57,33915183;0,438522277;0,123863885;3,013873687;64,43220366;0,393120772;0,568238213;1,242154599;0,632492931;6,063778716;0,08969458;2,555555556;0,283950617;1,333333333;8,444444444;3544,777778;42914,55556;321,6587654;0,258302469;2,555555556;0,283950617;0,33369046;4,140442359;0,06548817;2,641604168;0,032258065;2583,777778;2,060131843;0,025135157;4,033815481;0,016841393;0,242707194;0,848111156;0,769500644;13,18109297;17,12941123;17,20465053;20,59126028;18,97366596;20,97617696;2159;14,52764476;0,840943536;960,6216774;0,444938248;2232
213_CHC;227;315,4;9356924;2,443150697;44;2,697852256;350;267,2713178;26,03088757;266;185;165;18,02810651;269,3219163;0,165456186;74855392;0,21507121;1100,337239;21,90582852;63,20952571;1,966833875;4,861635605;1,82254344;0,454539654;1,035950783;1,64599344;0,677539856;0,594627751;0,559485564;0,973611239;0,89316189;-0,186533951;0,747467892;0,513934101;4,59580134;0,062554767;4,326800928;0,618677096;0,123710809;9,19160268;3,04782668;1,671044761;5,183670672;15,07751938;0,116879995;6,108647317;27,74418605;1,806381828;19,72093023;36,82945736;796,5581395;2,287298742;0,083431386;0,101283734;1,856084104;0,01676397;22,58489936;0,211752445;1,876318559;19,49644283;1,819256122;35,98024653;0,143568061;0,087093223;3,150901398;76,91268903;0,70859769;0,825283244;0,285788485;0,861025843;16,53556937;0,077905022;3;0,1875;3,609375;18,625;184,1875;3488,375;11,4868967;0,159491656;3,75;0,234375;0,452031126;8,710524736;0,100661768;3,75;0,124031008;119,1835938;0,484889575;0,065721332;16,29611976;0,042425374;1,344367907;0,94290891;0,69031262;9,545133061;13,82726142;14,4222051;14,4222051;17,20465053;17,20465053;972,3333333;13,03784799;0,749325549;633,4179504;0,651441156;1032
214_CHC;141,9;224,1;12456417;2,449559112;45;3,069662449;285;185,6885714;26,39208163;187;109;176;18,38290816;188,6524923;0,102895197;99651336;0,215869388;1109,517298;15,05534981;81,60404247;-0,613537388;5,504545902;1,543644931;0,560084577;0,869829115;1,663713988;0,761310523;0,655276416;0,629445007;0,977962975;0,910237579;-0,174358104;0,73170543;0,467955676;3,749829652;0,065093482;4,420223805;0,613848199;0,13906028;7,499659303;3,20965814;1,762047708;5,935915617;26,92571429;0,076930612;14,92682449;75,55428571;1,83004898;17,53428571;85,58285714;1378,111429;8,768104981;0,116368902;0,054423237;1,563457475;0,004084736;51,19039487;0,204308536;2,012553636;18,12467619;2,609953218;44,49822282;0,287471251;0,118718134;3,618462801;141,6100298;0,554991091;0,715164835;0,559473333;0,766865126;14,44616398;0,090815406;2,9;0,145;4,2475;28,75;1245,4;20947,85;98,1313604;0,148040391;4;0,2;0,431053291;15,50691926;0,017515398;3,98418372;0,057142857;939,15;1,108433665;0,028493132;13,81442645;0,03815127;0,577073213;0,963605128;0,699883937;12,75862693;18,22963244;19,6977156;20,59126028;20,59126028;22,89104628;2723;17,56616731;0,847574431;1112,597395;0,408592506;2800
215_CHC;156;209;4764326;1,76244926;29;2,877160977;220;186,0441176;16,78568339;191;125;95;12,1338843;187,1678627;-0,710123032;38114608;0,324935121;419,3951125;9,933595176;12,65090278;-2,00593023;2,027937034;0,704808079;0,47884529;0,548488933;1,259012024;0,391580656;0,750204235;0,741387448;0,961707003;0,895329481;-0,172229446;0,622521978;0,426863189;3,098558818;0,151469826;3,054520438;0,588545198;0,248954737;6,197117637;2,363346664;0,683186278;5,063171118;9,955882353;0,073205017;17,46366782;44,19117647;0,756001298;9,536764706;114,5441176;1341,316176;12,79493464;0,183210784;0,022355948;0,145133734;0,007085074;27,69285476;0,308632464;0,802531841;8,829192017;3,114641832;31,79653537;0,488872323;0,20964497;3,01483581;43,80235059;0,476521585;0,659502262;0,66555523;0,701513971;5,625319257;0,167925755;1,4;0,28;1,04;6,8;1182;12119,4;147,65;0,334722222;1;0,2;0,052969691;0,206249136;0,015063121;2,321928095;0,036764706;442,16;1,655304796;0,066365182;2,263635618;0,051845625;0,317452164;0,947516889;0,63459203;8,701974699;13,71270721;15,23154621;13,41640786;14,56021978;16,73320053;1033,333333;12,99302168;0,858918076;575,4743991;0,556910709;1088
217_CHC;94;131;9856225;1,365368602;20;3,010347672;166;111,7951031;11,46951722;110;78;88;8,326154029;112,700137;0,288353865;78849800;0,460878547;203,1758008;4,1115308;3,608912999;0,212367919;1,06756575;0,422815575;0,431291404;0,396853452;1,029884484;0,261254969;0,805900295;0,804169486;0,975586651;0,921494714;-0,12677785;0,512073978;0,374136594;1,987521222;0,258811573;2,491394478;0,449270228;0,459448629;3,975042443;2,023651244;0,372595331;5,608561216;36,56185567;0,047115793;34,62020406;357,6417526;0,391427091;4,463917526;211,8943299;868,5515464;67,74617877;0,358327964;0,021298268;0,115633236;0,009841294;156,2009731;0,382251609;0,51100412;4,700805765;5,668248935;24,05068167;1,889418644;0,380091247;3,308099743;152,2855763;0,364983748;0,526367962;1,834627333;0,612680947;3,029861065;0,244132375;5;0,357142857;1,107142857;7,357142857;18984,14286;77134,28571;5465,091766;0,368055556;1,857142857;0,132653061;0,318736185;1,902904768;0,161525199;3,521640636;0,018041237;15911,81633;11,16737135;0,011015877;2,203986038;0,022046748;0,057159187;0,906508863;0,648189679;16,42890724;25,34583283;29,52964612;29,12043956;27,20294102;31,8747549;6096,666667;22,97622209;0,735165504;2195,300474;0,36008209;6208
218_CHC;92,6;132;2249035;1,517936506;25;1,912370459;141;111,7344633;12,79740815;110;82;59;10,25925926;112,7227237;0,023502194;17992280;0,365954866;221,8221456;4,745051012;4,491119812;-0,2689501;1,458033272;0,534110711;0,461586086;0,486591962;1,099391418;0,288653949;0,76462381;0,761455894;0,948782102;0,880727947;-0,140094132;0,552510871;0,445013058;2,124401733;0,165645404;2,769777499;0,468257739;0,265963956;4,248803465;2,206353315;0,498035996;5,127709877;12,16384181;0,06872227;19,45386064;64,7740113;0,519263302;4,429378531;126,2316384;717,2881356;35,42922159;0,418863779;0,019843164;0,053040665;0,013622499;42,17465317;0,372226736;0,509056285;3,996967572;3,249436587;15,78867081;1,19327328;0,470279244;2,779707078;52,88308217;0,455116457;0,641025641;0,667426221;0,675796212;2,366594821;0,357310543;1,5;0,375;0,6875;3,75;2590,75;11881,5;805,8402778;0,590277778;1;0,25;0,00115352;0,002290384;0,001012784;2;0,02259887;632,6875;8,948229281;0,040533709;1,114045228;0,071979311;0,096712521;0,559557041;0,469198293;9,267243015;19,75122918;20,88061302;20,88061302;13,41640786;21,26029163;1349,666667;11,05193936;0,822709989;717,8852589;0,531898191;1416
21_CHC;93;146;604031639;1,874723838;27;4,029685121;253;117,6846309;16,68103628;115;28;225;11,31139775;119,6463207;0,58005474;4832253112;0,334421608;465,5697211;18,21526144;27,88597083;2,231405484;2,702725375;0,535339325;0,669017158;0,446597857;1,152440992;0,330247352;0,790203098;0,785478596;0,994769129;0,960053139;-0,243370077;0,759407622;0,38043941;4,203972791;0,166186644;3,269246693;0,675419527;0,340441801;8,407945583;2,671063867;0,809516175;6,287786676;1862,66451;0,0441442;37,42820918;14110,91975;0,823823571;18,68228463;277,8608129;4787,250788;18,28422465;0,06526403;0,013249276;0,293113751;0,00098568;5151,116844;0,27602825;1,079373818;19,89585458;9,962814679;173,9218462;0,64949862;0,065016947;4,25233494;6008,30436;0,314381635;0,44208118;4,381898569;0,562273143;11,76692954;0,036410091;58,08059701;0,173374916;3,511107151;25,30746269;1714948,451;29356483,08;106777,0149;0,090904107;61,53731343;0,183693473;0,427781865;9,569360291;0,041861642;5,665314651;0,007939329;1699083,732;69,27518896;0,000240419;17,31015277;0,006510267;0,014257958;0,9100203;0,863287761;73,11745685;84,69650579;95,60334722;100,3194896;96,66436779;103,2666451;337156;77,07553958;0,771780576;30353,64675;0,090028493;337560
220_CHC;141;168;23137767;1,016007108;13,75;4,317171048;181;155,0093946;8,472467868;156;100;81;5,653918475;155,4096446;-0,787989786;185102136;0,589574226;124,2452145;7,839023371;1,825419852;-0,530612555;0,662753088;0,258336222;0,437523973;0,24826354;0,826512878;0,194549326;0,87754701;0,876875498;0,984981505;0,950683048;-0,160527563;0,495433262;0,239449943;2,781692565;0,437673548;1,782053585;0,469171914;0,634368664;5,563385129;1,507990656;0,230272327;5,27118939;42,51565762;0,044379601;47,82381091;564,8121086;0,248779643;7,848643006;324,1189979;2750,376827;40,96540101;0,154336291;0,016343526;0,134892313;0,003397027;175,6310941;0,458429519;0,369476264;7,213710867;11,0797695;92,75891955;1,4645831;0,185017549;3,473854388;106,061868;0,268412337;0,399148868;4,134513424;0,511664291;3,411859317;0,111131053;3,461538462;0,266272189;1,289940828;8,538461538;41144,30769;350584,5385;5124,984509;0,322649573;3,461538462;0,266272189;0,507246577;5,588682618;0,079079;3,180832987;0,013569937;35713,75148;7,572590905;0,00953345;1,559724876;0,010106679;0,053606283;0,819443387;0,670650035;18,36826847;27,38875345;31,2409987;31,2409987;26,90724809;34,23448554;7542;22,4435329;0,774370061;2401,743307;0,318449126;7664
221_CHC;89;131;2415214222;1,642124128;20;6,864087468;276;108,4942148;13,57015133;106;4;272;8,706137499;110,0599748;1,250244243;19321713776;0,388671771;342,2034239;23,92448363;22,5985939;2,811195143;1,982169636;0,536411576;0,573750745;0,431790875;1,147113073;0,343532942;0,799072227;0,794271812;0,996350393;0,967335567;-0,18975936;0,656881782;0,361511199;4,854177527;0,200865618;2,94713173;0,58954507;0,360399866;9,708355053;2,373355466;0,629645303;6,085008121;8495,633121;0,042608761;42,73806478;77496,09849;0,639819959;24,27390953;310,4703266;7138,524829;14,37918724;0,045687777;0,01272208;0,37052963;0,000616319;25893,41786;0,316661539;0,927881081;25,60986543;14,50524104;336,8157824;0,666715276;0,04515665;4,204903275;25893,42222;0,307665376;0,40913361;7,347399756;0,556913487;14,88720688;0,024983099;247,8756906;0,171184869;3,826202936;34,44958564;10448391,04;241493673,3;472110,9091;0,054034445;222,9986188;0,154004571;0,355354246;11,99792523;0,021122256;6,121515833;0,007262259;10429430,25;256,4724493;4,22189E-05;26,71383572;0,003526353;0,00504338;0,777493834;0,646991053;106,0444435;163,9040339;174,7226373;182,7785545;144,2497834;186,3974249;1594424;127,4343758;0,815568041;80926,94404;0,050756225;1595096
222_CHC;185;286,8;69805481;2,696711975;47;4,292327952;332;238,3076278;31,51145162;243;51;281;20,61763843;241,8936903;-0,887759806;558443848;0,187820262;1722,031937;70,35032856;191,2016559;-12,78820006;6,872836778;1,998623931;0,545976728;0,93645808;1,782884848;1,094858255;0,649084115;0,622957148;0,987232326;0,933097296;-0,161480806;0,723012888;0,467132486;8,314276866;0,061869313;4,66147972;0,589071823;0,132576794;16,62855373;3,352901697;2,217865177;6,45942141;69,4341995;0,058201341;24,83829463;224,0695725;2,801241385;67,62196144;104,5758592;7729,715842;1,525043755;0,021124708;0,066574325;3,023489646;0,003738723;139,8542802;0,168509579;3,293921746;65,16860659;2,877759739;201,8463782;0,052279201;0,023712449;3,999531258;462,1532736;0,552586669;0,695015797;0,761501958;0,77003133;48,32976087;0,020110363;9,962025316;0,126101586;6,880307643;41,97468354;2934,291139;216759,1013;41,37527817;0,066112781;20,16455696;0,255247556;0,519476099;18,88875833;0,041122265;5,089979287;0,066219614;2706,24291;0,899562486;0,009236021;39,91819356;0,028075041;0,520786977;0,694155112;0,641783541;20,17515053;31,4360672;34,40930107;32,24903099;30,52867504;36,93237063;9416,333333;21,82150676;0,756445579;2850,762153;0,302746521;9544
